,index,channel_subCount,channel_viewCount,title_on_youtube,up_time,log_view,y
0,0,4152281,2423719656,post malone - rockstar ft. 21 savage,390,19.924047586122274,1
1,1,601202,196598047,"above & beyond feat. alex vargas - ""all over the world"" (official music video)",1439,14.473951897977699,1
2,2,1387084,1583887822,man with a mission 『find you』,373,14.108648718858253,1
3,3,15217,8795785,wally ballago seck - bo dioudo,1839,11.670775009839696,1
4,4,209566,101654143,ben howard - nica libres at dusk,208,14.300866362192805,1
5,5,68935,96656931,john mellencamp - key west intermezzo (i saw you first),3360,14.00193203193322,1
6,6,2851,8820746,morcheeba - trigger hippie (official video),3255,14.44599851706295,1
7,7,4141112,2743575443,"lea rue - sleep, for the weak! (lost frequencies remix)",1055,14.843928539424772,1
8,8,3907,7479798,can't get it out of my head - jeff lynne (acoustic),2209,12.804601406964196,1
9,9,4014166,2505428409,g-eazy - the plan (official music video),402,17.074863076143128,1
10,10,1875,2503275,brian mcknight - still in love,3730,14.73309964660838,1
11,11,610272,554719110,kenny chesney - there goes my life (official music video),3310,18.003353341202608,1
12,12,533318,542066526,bomba estéreo - fiesta (official video),1299,15.19010726755497,1
13,13,592729,237893455,charly black - gyal you a party animal,893,18.628261094489304,1
14,14,533318,542066526,bomba estéreo - soy yo (official video),831,17.90716498835756,1
15,15,976,542503,monoloc - about (video edit),2145,10.506682672896412,1
16,16,175268,103429659,feid - la respuesta,780,13.265536885071574,1
17,17,2478605,769172055,niki - spell (official music video),187,13.585354979750688,1
18,18,1365126,604003880,"august alsina - numb (explicit) ft. b.o.b, yo gotti",1841,17.07326503749042,1
19,19,1831964,403981811,juice wrld - hurt me (official audio),208,14.7403454840298,1
20,20,2717,1911039,un león d-mente - pensar en nada (clip oficial),2457,10.821337068874277,1
21,21,467,121913,klp - ember,795,9.93022684972575,1
22,22,2432541,1754178120,of mice & men - warzone (official music video),402,13.878447797734871,1
23,23,2592,388899,sam sure - oh my god (audio),1034,10.403959764222627,1
24,24,664352,361860232,kaleo - vor í vaglaskógi (official video),1997,15.266019090751133,1
25,25,13320,8112794,saltnpepa feat. en vogue - whatta man (1993),650,10.095140436758967,1
26,26,18118021,12543585853,"skye & chris brown ""fairytale"" (prod. by dj khaled) (wshh exclusive - official music video)",129,14.525811271831998,1
27,27,15037,16835505,siggno - yo queria,2883,10.372052647587516,1
28,28,748046,283806078,dvicio - no te vas (video oficial),460,15.64910846495908,1
29,29,14341177,11536374983,[mv] mamamoo(마마무) _ everyday(매일 봐요),262,14.12466665426814,1
30,30,1806539,556926007,"el alfa ""el jefe"" - uzi (video official)",458,16.3501191783221,1
31,31,24462,10449879,zoro - landlady [official video],483,12.29834640188135,1
32,32,601202,196598047,"above & beyond feat. zoë johnston - ""we're all we need"" (official music video)",1522,16.066906982676215,1
33,33,586,80985,ice choir - everything is spoilt by use,2083,10.459783550346875,1
34,34,21394013,10172363212,ozuna - me dijeron (video oficial),115,18.24514744670164,1
35,35,12603,11435298,black sheep - strobelite honey,3471,13.28168409808008,1
36,36,685,194858,the katherines - you (official music video),1206,9.32750099174976,1
37,37,55509,20734569,marsha ambrosius - la la la la la (track by track),1484,9.602990383037504,1
38,38,19565630,15170152930,shakira - loca (video oficial) ft. el cata,2987,19.99510303471002,1
39,39,0,331984877,poppy - time is up (feat. diplo) [official music video],117,14.838695748404046,1
40,40,66693,22741145,iamx - 'quiet the mind' (official video),2184,13.378472736055347,1
41,41,219859,236145626,st. vincent - marrow (official video),3373,14.891682262986844,1
42,42,2376,251954,john tibbs - heartland (official music video),381,8.853236764745898,1
43,43,13686597,9096327428,beyoncé - dance for you (video),2577,18.719446381142795,1
44,44,688781,627237271,selena - tus desprecios (live from astrodome),542,14.084255193734512,1
45,45,4198564,1750827335,slipknot - all out life [official music video],47,16.677800120675684,1
46,46,176693,249336251,men at work - who can it be now? (video version),2141,17.935009349792452,1
47,47,23925540,13852068468,tujamo - booty bounce (official music video),1354,16.71660275714314,1
48,48,20916,7273827,goldroom - tradewinds (feat. kayslee collins),1299,12.297415876477919,1
49,49,278115,70887738,the veronicas - cruel,1388,15.853588291702803,1
50,50,1127944,710434330,keyshia cole - shoulda let you go ft. amina,3470,17.19135895166887,1
51,51,318,182633,relentless,117,9.054621796976763,1
52,52,7558,1770569,nick fradiani - get you home,942,12.164072874369891,1
53,53,195846,155049033,"xenia rubinos - ""see them"" (360° video)",808,9.746073219448274,1
54,54,241733,87051364,freddie mercury - the great pretender (official video),2215,16.567308708801768,1
55,55,888192,518053646,los jefes ► yo te prometo (official video) ► salsa hit,2117,15.298998551350547,1
56,56,6048266,3082170302,prince royce - el clavo (remix - official video) ft. maluma,111,18.956186223154184,1
57,57,468409,317923084,valentín elizalde - te quiero así,3304,17.655137048936037,1
58,58,11349,12909374,toad the wet sprocket - all i want,2145,15.254998232292213,1
59,59,94630,28466753,paul mccartney - back in brazil,91,13.47484393719954,1
60,60,2016957,1374179610,"young thug, travis scott - pick up the phone (explicit) ft. quavo",856,17.137899661397928,1
61,61,3125,932021,"great grandpa - ""no"" (official music video)",514,8.785386587284156,1
62,62,987865,507232664,bullet for my valentine - venom,1158,15.83557981051914,1
63,63,13719,13056820,trustcompany - downfall,3471,15.997902225144228,1
64,64,741579,437805610,paty cantú - rompo contigo,801,15.865243641204636,1
65,65,222984,194228118,warren g - regulate ft. nate dogg,3279,18.928501740342984,1
66,66,313829,37454626,weki meki 위키미키 - i don't like your girlfriend m/v,496,15.988980435510147,1
67,67,1553290,240771797,hayley kiyoko - gravel to tempo,864,16.87567169039315,1
68,68,0,331984877,poppy - x (official music video),42,14.640861625402763,1
69,69,482300,286404665,daoko × 中田ヤスタカ「ぼくらのネットワーク」music video,31,14.323794554530545,1
70,70,1207076,554732261,trippie redd ft. 6ix9ine - poles1469 (official music video),599,18.64001542672755,1
71,71,11254,18340967,"la mafia, diego verdaguer - pido",206,13.21150548277912,1
72,72,4912352,3834449751,guns n' roses - sweet child o' mine (official music video),3279,20.51443254988036,1
73,73,5713520,817900019,madilyn bailey - survive - performance by autumn miller (on itunes and spotify),739,14.401444952917526,1
74,74,12678648,7517792346,chris brown - with you (official music video),3340,19.76754362250866,1
75,75,75233,40224943,"mat kearney, afsheen - better than i used to be",370,13.338582208087038,1
76,76,75773,18030653,lake street dive - good kisser [live performance],293,13.3939739930778,1
77,77,18118022,12543585853,"the game ""pest control"" (meek mill diss) (wshh exclusive - official music video)",811,16.450445975588845,1
78,78,184200,130679585,bobby brown - something in common ft. whitney houston,3471,16.04169839886328,1
79,79,2469408,1490335193,mon laferte - tormento (video oficial),1133,17.205257061181296,1
80,80,14871,3572877,mc yogi - a.u.m. (official music video),1763,11.72214046278653,1
81,81,165365,74225420,"broadside - ""puzzle pieces""",599,11.906965555408926,1
82,82,19257,8383909,i'd give anything,1500,9.659311868393488,1
83,83,910011,779196006,mary j. blige - love no limit,3470,15.22953729714649,1
84,84,265993,138574528,justice - stop (official music video),224,14.79982174201227,1
85,85,81529,81037872,billy ocean - the colour of love (official video),2159,15.349636173336448,1
86,86,971057,829855598,train - drive by (official music video),2497,18.844827230076575,1
87,87,17027945,10750782969,no te puedo olvidar - nicky jam (concept video) (álbum fenix),668,17.200056843036332,1
88,88,2658,6240681,johnny cash - delia's gone,3618,12.180052026529506,1
89,89,3980,799643,sara phillips - house on fire [official video],628,10.874096000619872,1
90,90,8505190,6030114049,michael jackson - childhood (official video),2705,15.229141594034425,1
91,91,610272,554719110,kenny chesney - all i need to know (2-channel stereo mix),3002,13.761131454730542,1
92,92,1578098,962729218,swedish house mafia vs. knife party - antidote,2555,16.80417148839993,1
93,93,255491,264171627,ace of base - the sign (official music video),2983,17.361443031599993,1
94,94,956,117679,trementina - kisses in your eyes (official video),1314,9.824660771990157,1
95,95,2478605,769172055,august 08 - funeral (official music video),284,12.231033514819426,1
96,96,376210,268170150,flume & chet faker - drop the game [official music video],1855,18.771612577759967,1
97,97,110208,68271039,tim mcgraw - it's your love (official music video),1918,16.42246528332966,1
98,98,23621,24095358,"kacy & clayton - ""strange country"" [official video]",955,10.31972773381225,1
99,99,22201,4579954,"jesse baez, fuego - tema 1 (swoosh)",374,13.539679319495992,1
100,100,2974,185470,terri - bia  (official video),62,12.125128281486678,1
101,101,5686695,826997294,rudy mancuso & maia mitchell - magic (official music video),290,16.131781964625727,1
102,102,43065,23615230,dig down,39,10.863795169827057,1
103,103,32043,3952736,pell - chirpin' (official music video),402,13.812640443122302,1
104,104,78500,65629914,"mary gauthier ""mercy now""",3015,13.081778854685414,1
105,105,1788456,876619439,michael bublé - home [official music video],3338,18.15164897499592,1
106,106,1373798,768611021,yo gotti - law ft. e-40,984,17.355642815438628,1
107,107,47088,16817606,etherwood - souvenirs (feat. zara kershaw) [official video],1288,12.714894262615466,1
108,108,1754287,1123648224,"alvaro soler - la cintura [remix] ft. flo rida, tini",144,17.425514918311507,1
109,109,13512,8981729,goodie mob - they don't dance no mo',1755,14.245560305354227,1
110,110,6552,6386403,mick jagger&peter tosh-don't look back(you've gotta walk),2997,9.750161532583427,1
111,111,6048266,3082170302,prince royce - ganas locas (official video) ft. farruko,521,16.91791629488291,1
112,112,9936252,5165551416,drake - nice for what,254,19.44926967322033,1
113,113,5656,1514079,inc. - angel,1965,12.743054200956662,1
114,114,4184307,4409128196,ricky martin - private emotion (official music video),3362,16.901908789052573,1
115,115,628779,669262710,santana - maria maria ft. the product g&b (official video),3217,19.084824862518545,1
116,116,2233520,1635927002,me interesa (video oficial 2017) - alfredo ríos el komander,1307,17.935815530407613,1
117,117,3710,2170777,365,60,10.54867797155018,1
118,118,956724,162820753,something just like this - the chainsmokers & coldplay (nicole cross official cover video),640,15.704343197469823,1
119,119,79217,4775613,ky-mani marley get high,1675,15.216448920382248,1
120,120,2084,2020611,janet jackson - nasty (hq 1080p hd),2089,14.516445832436924,1
121,121,237993,226934485,jon pardi - head over boots (official music video),980,17.371063141394792,1
122,122,31613,9671421,louis the child - better not ft. wafia,208,15.18278314684131,1
123,123,1103,184559,in the army now,192,6.822197390620491,1
124,124,1739281,942076496,owl city - all my friends,396,14.038106759509926,1
125,125,23137,13686532,nicky jam ft. daddy yankee - buscarte (official video),1693,13.336913309116312,1
126,126,39,209687,áfrika,81,8.195609567288775,1
127,127,2508106,766851062,t.i. - whatever you like [official video],3785,18.94862976791235,1
128,128,2421399,1808996142,ne-yo - miss independent (official music video),3290,19.3142588375926,1
129,129,2175446,1575397305,"motion city soundtrack - ""hold me down""",4449,14.59972209940056,1
130,130,556,162200,meilyr jones - be soft,677,8.097730573664219,1
131,131,37273,7385906,kelela - lmk,495,14.569708622419242,1
132,132,184,396843,andy andy agua - pasada 2009,3461,12.5808379673887,1
133,133,1949741,1883326049,backstreet boys - don't go breaking my heart (official video),214,17.421039190708697,1
134,134,68898,14071372,raury - friends (video) ft. tom morello,1194,13.765858022059202,1
135,135,11662045,6117596382,major lazer - all my life (feat. burna boy) (official music video),95,14.428189815459431,1
136,136,64956,45811076,"toro y moi - ""no show"" (official music video)",396,13.929968962041514,1
137,137,14526,16582965,"timbiriche - con todos, menos conmigo (video oficial)",612,14.914568747203946,1
138,138,3618469,2428128127,luis miguel - entregate (official music video),3338,17.680000642561264,1
139,139,331722,96456054,dj kaywise x tiwa savage -   informate ( official video ),514,13.913745547249338,1
140,140,1266073,956175336,natalia lafourcade - hasta la raíz,1342,18.4692323272827,1
141,141,1031232,687775860,enter shikari - anaesthetist (official music video),1442,11.596623023991794,1
142,142,2937,721270,meadows - red sand (official video),473,7.461640392208575,1
143,143,11169,4260412,上坂すみれ「ノーフューチャーバカンス」music video(short ver.),163,12.009351916447068,1
144,144,1950637,1959298031,kadavar - tribulation nation (official video),444,11.561972738941245,1
145,145,80002,56334826,corinne bailey rae - green aphrodisiac (official video),958,13.706590380889251,1
146,146,18243,10347649,the sugarcubes - birthday,1341,13.59464690570396,1
147,147,34038358,18142553942,justin bieber - purpose (purpose : the movement),1129,18.52654908964269,1
148,148,25397,2531779,cece peniston - inside that i cried 1992,3867,12.471240668099615,1
149,149,372,43418,"brooke bentham - losing, baby (official video)",427,9.833655042937448,1
150,150,29122,86343395,def leppard - photograph,4335,17.020268472471525,1
151,151,726121,540343461,bad wolves - zombie (acoustic),206,13.847484887072312,1
152,152,1205296,178389285,eating food in the shower - ninja sex party,669,14.831913014662584,1
153,153,474817,85639950,gold - brockhampton,572,16.018093973267717,1
154,154,868905,520318635,dmx - stop being greedy,3470,15.610039189520768,1
155,155,2582611,1914709612,nelly - country grammar (hot...),3359,17.79865490141982,1
156,156,443049,272834148,cole swindell - middle of a memory (official music video),847,17.31007881595434,1
157,157,47880,31432375,"antony and the johnsons - ""future feminism"" (official video)",2405,8.815221555922163,1
158,158,3907,7479798,telephone line  - jeff lynne (acoustic),2210,14.229439744484567,1
159,159,9235,5769841,black kids - in a song,479,11.04452055708819,1
160,160,10733255,5386507697,"jimin park ""april fools (0401)"" m/v",104,14.024376669980342,1
161,161,2976319,1541148067,"dr. dre - the next episode ft. snoop dogg, kurupt, nate dogg",3471,19.674292817570212,1
162,162,99565,34451606,sidewalk prophets- nothing's gonna stop us (official),1942,10.984410978333154,1
163,163,15307,9174852,dead prez - mind sex,3340,14.805399646445919,1
164,164,485165,540135798,toby keith - country comes to town,3471,13.115348832910112,1
165,165,129219,113604090,"siggno - ""mamá"" (official video) (video oficial)",2054,15.772054396974708,1
166,166,3776,681907,ezi - afraid of the dark (official video),367,11.409485326429579,1
167,167,3673981,1414732900,lorde - writer in the dark (vevo x lorde),488,14.458648882050898,1
168,168,3346985,400081937,steal the show (official music video) ft. trevor moran - ricky dillon,1085,14.429224844876309,1
169,169,344080,294058545,sugarland - joey,3310,14.702047400568647,1
170,170,35324,29017580,aunque te fuiste - don omar (vuelve),3242,17.09171284699562,1
171,171,75568,18492112,rihanna - california king bed (dj chus & abel ramos remix - official),2704,10.767136713084685,1
172,172,7608596,4273975258,p!nk - just give me a reason ft. nate ruess,2141,20.645888072073006,1
173,173,289596,52299779,ceky viciny - tato (video oficial),414,13.96555510486865,1
174,174,23925543,13852068468,alvaro & jetfire - guest list (official music video),1358,17.672017682209777,1
175,175,163873,120944830,tina turner - i can't stand the rain,3566,13.878170753652569,1
176,176,295,99614,gurr - #1985,669,11.07429646408363,1
177,177,29293,6826984,a$ap twelvyy - hop out (official video) ft. a$ap ferg,500,15.051735233991826,1
178,178,23925543,13852068468,jay hardway - wake up (official music video),1270,15.863600096829012,1
179,179,259233,196302858,willie nelson - something you get through,255,14.33557259443817,1
180,180,0,1268,all's well that ends,1161,3.828641396489095,1
181,181,4893,1046635,iya terra  - ...a livication (official video),468,11.621322366140292,1
182,182,1031,338088,the beta band -  wonderful (official music video),1883,10.528034641603817,1
183,183,16213,1472197,st. beauty - going nowhere,1123,12.290565436877321,1
184,184,332587,186245107,disco lies (spencer & hill remix),3721,9.264260213965613,1
185,185,748532,188939028,thomas csorba - blank yellow sheet | sofar dallas - fort worth,496,7.262628600974241,1
186,186,186457,66547888,"alunageorge, leikeli47, dreezy - mean what i mean",872,14.824754876876153,1
187,187,1542741,1817250006,banda los recoditos - me tocó perder,1319,18.720930718426818,1
188,188,108188,69265628,alabama - touch me when we're dancing,3340,13.619511488998418,1
189,189,33757,16920425,family of the year - hold me down [official music video],304,13.23482561602622,1
190,190,306808,191197864,timaya - to u (official video),157,14.504683853090226,1
191,191,1854473,1037659107,the plot in you - i always wanted to leave (official music video),306,13.387778368285616,1
192,192,276739,97767611,inner circle - sweat [a la la la long] hd,2287,15.391231798183156,1
193,193,129009,74212692,havana brown - you'll be mine (official) ft. r3hab,2279,15.426371058040576,1
194,194,34038358,18142553942,justin bieber - the feeling (purpose : the movement) ft. halsey,1129,18.00480244628847,1
195,195,3959270,639375758,tiësto - wow (official music video),88,14.16090713960632,1
196,196,210013,38803130,markus schulz presents: dakota feat. bev wild - running up that hill | official music video,567,12.742922677579653,1
197,197,7010127,3793245862,queen - body language (official video),3723,14.734845451672545,1
198,198,14341182,11536374983,[mv] bts(방탄소년단) _ run,1114,18.324180052770508,1
199,199,399593,18029388,sleeping with sirens - cheers (official music video),479,14.468866982927613,1
200,200,388692,243037200,"wild orchid children ""ahead of us the secret"" official music video",2821,10.39203689203769,1
201,201,144437,42809952,kana-boon - full drive,896,14.105921653243517,1
202,202,264807,225555195,gloria estefan - cuba libre,3005,14.18400112172552,1
203,203,24354,14655717,gashi - 1134 (official video),298,13.943443684498462,1
204,204,71128,69742920,cam'ron - oh boy ft. juelz santana,3357,17.110446981655038,1
205,205,19,345828,paralyzed,55,6.824373670043086,1
206,206,1365126,604003880,august alsina - song cry (explicit),1102,17.174900876752282,1
207,207,556,143735,magneta lane - the constant lover,3322,11.147872667473326,1
208,208,1441,3218091,manu chao - clandestino (official video),3137,14.525048178375519,1
209,209,16378262,9652665548,"sofi tukker - best friend feat. nervo, the knocks & alisa ueno (official video) [ultra music]",418,17.180901194912163,1
210,210,272,26132,the foxies - floods (official music video),936,9.596826513486544,1
211,211,2606740,1191309329,gucci mane & nicki minaj - make love [official music video],628,16.949733836159325,1
212,212,552868,494659747,miguel bose - morenamia (video clip),3224,16.90628524820452,1
213,213,109687,14412996,nfx - b-boys (official clip)(prod.kenny.madfly scratch dabeatromero),749,13.628478323328997,1
214,214,77043,42623243,big boi - apple of my eye (explicit),2115,13.853258071106493,1
215,215,31696,6632851,oumou sangaré - fadjamou (official video),514,14.626746505217884,1
216,216,19565630,15170152930,shakira - que me quedes tu (video oficial),3309,18.187980270389673,1
217,217,58174,103883940,sugababes - too lost in you,3357,16.518436385194324,1
218,218,1032202,494021203,tiësto - red lights,1771,18.7133514922429,1
219,219,19217,3330179,the voidz - all wordz are made up (official video),290,12.778943058667693,1
220,220,10513776,7076958012,sia - big girls cry (official video),1355,19.3761695964169,1
221,221,5817,2332106,"phresher - ""on the low"" ft. desiigner",1229,14.110764144026673,1
222,222,22295,13220309,lasgo - all night long   (official video),4122,11.929139265024503,1
223,223,21394016,10172363212,ozuna - dile que tu me quieres (video oficial) | odisea,822,20.233211802254026,1
224,224,886470,1023759044,tu canción - alfred y amaia | ot 2017 | gala eurovisión,322,14.793427950622558,1
225,225,3983,3029932,j. cole - change [official music video],610,14.805870746964743,1
226,226,1894297,280662983,k.a.r.d - rumor m/v,602,16.643453035376677,1
227,227,16965519,12602688199,super junior 슈퍼주니어 'black suit' mv,406,17.294163457254335,1
228,228,76407,48218592,mauro castillo  - no lo manda nadie (video oficial),1572,15.11068447506632,1
229,229,5929,4652676,john waite - missing you (i ain´t missing you at all),1892,14.753192458655725,1
230,230,265993,138574528,justice - civilization (official video),2762,15.867229222310591,1
231,231,1300807,1207733584,blink-182 - stay together for the kids,3470,17.81061134057928,1
232,232,1323,345203,now that we've found love,667,8.884610231886873,1
233,233,424328,392408918,pearl jam - jeremy (official video),3340,18.397714108256558,1
234,234,60,4054,anderkant,823,4.356708826689592,1
235,235,7130215,2213702079,vicetone - nevada (feat. cozi zuehlsdorff) [monstercat official music video],905,16.73434758621754,1
236,236,100788,90840008,protoje  ft. ky-mani marley - rasta love (official music video),2877,17.97103115073338,1
237,237,693,861961,amy grant breath of heaven (mary's song) - the nativity story,3299,13.65210182094047,1
238,238,3021080,2828712390,juan gabriel - querida ft. juanes,1434,18.81862682825026,1
239,239,3995878,3097293704,red hot chili peppers - by the way [official music video],3338,18.703142170013777,1
240,240,3290934,1669686172,[mv] 주영(jooyoung) - dive,290,11.91098320614997,1
241,241,2607677,2192494336,christina aguilera - genie in a bottle,3362,18.534837684375667,1
242,242,505407,376211194,the xx - islands (official video),3163,17.53378880151839,1
243,243,10557770,2062247430,snoop dogg - badbadnotgood - lavender (nightfall remix),645,16.297264911148606,1
244,244,360697,468001084,m-beat - do you know where you're coming from? (video) ft. jamiroquai,2212,12.204160819154218,1
245,245,251361,71510049,lisa - little devil parade,395,12.644366285389548,1
246,246,653356,2603443,cascada - marcela gándara // video oficial,493,13.723455574255617,1
247,247,264807,225555195,gloria estefan - con los años que me quedan,2826,17.60815442213692,1
248,248,25130,21503243,the brothers johnson - stomp!,3265,16.88378723550755,1
249,249,1205,96647,hunter parrish - sitting at home,2295,11.479099772486132,1
250,250,170597,98978253,rednex - rolling home (official music video) [hd] - rednexmusic com,1941,11.878692946219847,1
251,251,53200,23258526,sir sly - altar,563,12.368671821808089,1
252,252,9371281,4630100861,pa ti - bad bunny x bryant myers (video oficial),720,19.200803137514697,1
253,253,49528,25891958,welcome to the club (nightcore edit),180,8.591186871324563,1
254,254,14959,2447299,fyfe - holding on (official video),1496,11.090827799580206,1
255,255,668851,205651739,mkto - god only knows,1844,16.096059324813304,1
256,256,11480810,10366987482,young the giant: silvertongue [official video],864,14.699316940353707,1
257,257,1478,398633,guy garvey - courting the squall,1147,11.733104626820422,1
258,258,135699,124596239,baby revolution,4409,12.486023660219532,1
259,259,1347441,676846073,"cornelio vega y su dinastia ""no me hubiera enamorado"" (video oficial)",492,18.123213068279075,1
260,260,1675246,798900769,manuel medrano - donde nadie pueda ir,691,16.276875343213984,1
261,261,438650,388354377,conjunto primavera - mi primera vez,3308,15.432911481304087,1
262,262,310739,143541471,bassnectar - reaching out [official video],914,14.03289837678429,1
263,263,41641,51030001,groove armada - my friend,3340,15.7913180095224,1
264,264,213,97770,techno animal - bass concussion,1135,8.596743470174246,1
265,265,78220,17781880,estas tonne - david's song variations (acoustic guitar),1660,14.014469607577908,1
266,266,323003,462321931,gilberto santa rosa - conteo regresivo (salsa version),3362,18.732481483831695,1
267,267,290627,181937310,windhand - old evil (official music video),376,11.216619648027034,1
268,268,91583,30358094,reekado banks  -  easy jeje ( official music video ),439,15.85120760962434,1
269,269,741579,437805610,paty cantú - suerte (en directo),206,11.926920754081769,1
270,270,193872,140725524,all i ask of you - 2004 film | the phantom of the opera,1139,14.820690901839832,1
271,271,9988,4675441,kurt vile - loading zones,123,13.506276569101862,1
272,272,274117,131222512,maddie & tae - girl in a country song,1607,17.71420049171748,1
273,273,61736,20729050,motel - siempre tú,1686,15.874695054115604,1
274,274,8813304,8106282989,prince royce - my angel (from furious 7 soundtrack) [official video],1384,17.612323589571382,1
275,275,10733255,5386507697,"jj project ""tomorrow, today(내일, 오늘)"" m/v",504,16.43658087249012,1
276,276,3653,2492060,【re:creators】『sh0ut』 - sawanohiroyuki[nzk]:tielle&gemie ピアノで弾いてみた + オケ,548,10.257378625098244,1
277,277,8505191,6030114049,michael jackson - remember the time (official video),3362,19.4552910110968,1
278,278,2224651,2907872081,maná - como dueles en los labios (video oficial),3848,17.44543926355389,1
279,279,1397241,1295842203,ricardo arjona - el que olvida (a solas con el circo soledad),528,16.229167505823916,1
280,280,1894298,280662983,k.a.r.d - don`t recall m/v,670,17.736454374372816,1
281,281,0,10636968,"holy ghost! ""dumb disco ideas"" (official video) - dfa records",2043,13.264189275313651,1
282,282,26532870,16628544563,katy perry - i kissed a girl (official),3842,18.848401377038687,1
283,283,1960,4240943,boytronic - you    the original 1983 video!,3077,12.966340946944275,1
284,284,42847,31063327,"classixx - ""a mountain with no ending"" feat. panama (official video)",601,8.85922139360813,1
285,285,4184307,4409128196,"ricky martin - i don't care ft. fat joe, amerie (official music video)",3362,16.77566793230132,1
286,286,27930212,15887450878,taylor swift - …ready for it?,416,19.236480259200146,1
287,287,23305033,10018631590,bruno mars - the lazy song [official video],2803,21.140926353833233,1
288,288,13181,17725605,it's a long way to the top (if you wanna rock 'n' roll) - ac dc,3128,16.68738173053959,1
289,289,1300807,1207733584,blink-182 - feeling this,3471,17.715097171047642,1
290,290,196517,213719926,creedence clearwater revival - fortunate son,172,13.509561318793146,1
291,291,1462,593717,palace intrigue,466,8.031710375322042,1
292,292,2091821,1380859431,zion ft. akon -   the way she moves [video oficial],858,13.997402855973192,1
293,293,10369883,5505506740,fifth harmony - me & my girls,1940,18.212283455099143,1
294,294,67828,34632449,the avett brothers - february seven,2111,15.056583752223041,1
295,295,6768858,3207053447,dj snake - middle ft. bipolar sunshine,1006,19.081766010699265,1
296,296,32197,5138837,tessa ia - ultravioleta,542,11.888954896589896,1
297,297,157310,156272358,dixie chicks - you were mine,3362,16.628671063424072,1
298,298,16764,17922507,stevie nicks - stand back (official video),2992,14.758381680429743,1
299,299,115470,51205663,black label society - all that once shined,392,13.89258362986176,1
300,300,15595682,6825920763,"selena gomez, marshmello - wolves (official music video)",394,19.25911161999746,1
301,301,1239,852869,michael penn - no myth,1683,13.47564777994823,1
302,302,64903,18207202,laura mvula - she,1985,13.664137516924209,1
303,303,3484677,833605687,mc davo - si ella supiera (video oficial),475,17.05699894092572,1
304,304,21394022,10172363212,ozuna x ele a el dominio  - balenciaga (video oficial),258,18.43843843866115,1
305,305,597638,321111113,awolnation - sail (official music video),1701,18.384660805250864,1
306,306,3874694,1770415422,"zara larsson, mnek - never forget you (official music video)",1187,19.823759114746636,1
307,307,359,50088,"kishi bashi - can't let go, juno (official video)",669,10.821975867953771,1
308,308,485,156523,fight like apes - crouching bees,1729,11.904832408479542,1
309,309,1186,6949252,faith evans - love like this,4558,13.988885546633323,1
310,310,16927931,8297792728,wiz khalifa - bake sale ft. travis scott [official video],965,17.53459651713635,1
311,311,15212,7419191,haila maría mompié - mala (official video),1583,12.338814351434197,1
312,312,123305,211950897,tom petty - learning to fly,3290,17.288252268930368,1
313,313,900279,431686559,ab-soul - d.r.u.g.s.,740,15.415787435968815,1
314,314,9920,3885342,jazz cartier - right now ft. ktoe,248,13.897575220109445,1
315,315,1861495,632881682,j. cole - crooked smile (video) ft. tlc,1916,17.795599101038224,1
316,316,1880768,1082056485,bryan adams - cuts like a knife,3700,15.602524953783524,1
317,317,26184,14957040,big & rich - california,587,14.534334257164149,1
318,318,4605,10728464,ever since the world began,1502,9.736606180230051,1
319,319,3039180,324572965,jacob sartorius - last text (official music video),704,16.53830308828336,1
320,320,10513776,7076958012,sia - alive,1138,19.19625822269874,1
321,321,562,67722,luna aura - radio,1599,10.809990540339168,1
322,322,1347441,676846073,"adriel favela feat. giovanny ayala- ""no te ilusiones tanto"" (video oficial)",107,15.018134152515907,1
323,323,2554232,1927962770,otis redding - (sittin' on) the dock of the bay (official video),2217,17.560943581925795,1
324,324,23925553,13852068468,keanu silva - children (official music video),993,14.095066956363711,1
325,325,2323224,1362353039,calle 13 - no hay nadie como tú (video) ft. café tacuba,3340,18.284391781295472,1
326,326,7610,1190737,william bolton - on my way (official music video),547,9.633186877915122,1
327,327,16572,2874107,william control - let her go (official video),466,10.863182542017569,1
328,328,16148,23138069,fine young cannibals - she drives me crazy (1989),2527,16.813321270067643,1
329,329,18296,10716138,mad cobra - flex,1870,16.11033380562282,1
330,330,4141113,2743575443,de hofnar x goodluck - back in the day (official music video),1130,13.20744873414049,1
331,331,18701,4137196,einmusik - night train,1277,9.233470789365038,1
332,332,201827,39183144,aimer - zero,528,13.347474591599608,1
333,333,195085,46684387,gta & jenn morel - buscando (official music video),68,12.036700877111778,1
334,334,178226,106813758,tyler farr - a guy walks into a bar,1522,16.870757048828448,1
335,335,196193,102214394,mala rodríguez - 33,2028,15.387464647976701,1
336,336,9625,10581102,ben e. king - stand by me (hq video remastered in 1080p),1996,16.132201987110353,1
337,337,1549147,1445412134,konan - last night in la [@konanplaydirty] | grm daily,1037,16.142369932157877,1
338,338,668851,205651739,mkto - american dream (video),1694,16.77822261549013,1
339,339,12759683,9971045235,calvin harris - summer (official video),1716,20.943763457270517,1
340,340,45536,19028607,"lust for youth ""better looking brother"" (official audio)",1183,10.890329940361228,1
341,341,17027949,10750782969,live it up (official video) - nicky jam feat. will smith & era istrefi (2018 fifa world cup russia),192,18.845826007805087,1
342,342,77649,16508871,uverworld - decided,500,13.287899849537464,1
